6,0.065547,-2.483033,4.866489,3.148049,1.958394,3.634718,0.000000
7,0.065544,-2.482443,4.864103,3.148072,1.960571,3.634383,0.000000
8,0.065903,-2.572732,4.954148,3.147469,1.876335,3.635976,0.000000
9,0.079754,-6.059567,8.761964,3.120339,-1.660646,3.650826,0.000000
56,0.069609,-3.508640,6.730267,3.132215,0.259872,3.650198,0.000000
57,0.065565,-2.487733,4.873191,3.147995,1.952472,3.634495,0.000000
58,0.065551,-2.484171,4.868433,3.148032,1.956793,3.634441,0.000000
59,0.065555,-2.485055,4.869599,3.148024,1.955638,3.634451,0.000000
60,0.071541,-3.997170,7.825397,3.122508,-0.733729,3.651088,0.000000
61,0.078409,-5.716312,7.173465,3.135982,-0.239654,3.651456,0.000000
62,0.070257,-3.672882,7.194767,3.127930,-0.159276,3.650548,0.000000
63,0.074870,-4.826817,6.573001,3.139006,0.333421,3.650782,0.000000
66,0.065549,-2.483592,4.871406,3.147997,1.954394,3.634646,0.000000
106,0.076534,-5.256645,9.838576,3.106019,-2.577472,3.650789,0.000000
107,0.069745,-3.543132,6.752331,3.132132,0.237408,3.650397,0.014880
108,0.072719,-4.297720,8.667062,3.114375,-1.485380,3.650782,0.116733
109,0.072511,-4.241397,7.638020,3.125305,-0.578169,3.650678,0.108122
110,0.065543,-2.482770,4.870631,3.147964,1.954832,3.634292,0.001081
111,0.071961,-4.103218,8.000774,3.121067,-0.894365,3.651847,0.000000
112,0.067153,-2.890072,5.958165,3.138022,0.973416,3.648379,0.000000
113,0.067599,-3.002287,6.109145,3.136864,0.834150,3.649069,0.000000
114,0.073824,-4.566927,7.103090,3.132115,-0.117581,3.650521,0.000000
115,0.065563,-2.487179,4.868319,3.148044,1.956848,3.634020,0.000000
116,0.074698,-4.795427,9.279970,3.110005,-2.058882,3.650835,0.254738
117,0.065533,-2.483633,4.889538,3.147880,1.935269,3.635269,0.022476
158,0.049305,-1.197368,1.865431,1.631249,0.969828,2.177955,-3.006314
159,0.002310,-1.036476,0.658158,3.080608,1.632585,2.370061,-3.858733
160,0.070054,-3.632812,7.434266,3.124975,-0.368249,3.650570,0.503380
161,0.073428,-4.472158,7.456949,3.128010,-0.429879,3.649909,0.273653
162,0.075686,-5.033316,6.962278,3.135706,-0.022302,3.650648,0.052667
163,0.065551,-2.484120,4.868503,3.148031,1.956791,3.634350,0.000000
164,0.065543,-2.482120,4.866245,3.148047,1.958837,3.634655,0.000000
165,0.065558,-2.485822,4.869463,3.148036,1.955924,3.634215,0.000000
166,0.076769,-5.315679,8.642176,3.118295,-1.516519,3.650893,1.196327
167,0.705875,-1.649426,-0.863932,2.658087,-1.406674,3.224425,-6.564222
168,1.897332,-3.889960,-3.348787,-0.044840,7.976379,8.633523,-12.792746
169,0.067241,-2.913323,6.017196,3.137482,0.919542,3.648594,0.051557
170,0.065581,-2.491718,4.874054,3.148003,1.951320,3.634442,0.000000
208,0.036803,-3.052476,-0.583848,2.864301,3.798128,5.269767,-5.532477
209,-0.004944,-2.093171,1.747352,3.255839,-0.446410,3.546147,-5.285198
210,-0.064193,-3.715345,0.901752,3.259869,3.527603,6.339768,-5.395329
211,-0.013064,-0.962341,0.015165,3.239855,1.910179,2.612524,-3.473322
212,0.065505,-2.481253,4.892430,3.147755,1.932051,3.635697,0.016816
213,0.065532,-2.481836,4.869929,3.148072,1.954215,3.634575,0.004930
214,0.073197,-4.415854,8.524842,3.116672,-1.373351,3.650782,0.052555
215,0.065543,-2.482131,4.862623,3.148087,1.961824,3.634509,0.000000
216,0.082154,-6.692670,13.493702,3.070523,-5.859587,3.652132,3.759846
217,0.259282,-1.808397,1.383369,3.174036,-1.353934,3.223299,-6.164722
218,0.065469,-2.478497,4.944088,3.147446,1.879250,3.637829,0.083811
219,0.065538,-2.481990,4.869458,3.148022,1.955174,3.634437,0.005405
220,0.065571,-2.489165,4.878729,3.147942,1.947453,3.634410,0.000000
221,0.065559,-2.486135,4.873330,3.147989,1.952183,3.634217,0.000000
222,0.078976,-5.876347,11.778160,3.086515,-4.302398,3.652128,0.000000
223,0.069032,-3.363419,6.584880,3.133200,0.395606,3.650107,0.000000
224,0.065585,-2.492786,4.885537,3.147882,1.941436,3.634529,0.000000
258,0.082488,-6.750213,7.551299,3.134003,-0.608262,3.650425,1.828642
259,0.011240,-0.476296,0.581482,3.057663,0.684605,1.858554,-0.010499
260,0.011234,-0.476646,0.581654,3.061501,0.684937,1.859236,-0.011875
261,-0.036883,-1.500647,1.187281,5.503139,2.873638,-2.458718,-4.304854
