1,0.105396,-11.697612,2.388172,3.178511,-2.082494,3.535498,0.000000
2,0.132857,-14.498793,2.939114,3.178611,-2.467280,3.534471,0.000000
3,0.136692,-14.894127,3.016785,3.178625,-2.523641,3.534991,0.000000
4,0.147453,-15.991148,3.233652,3.178665,-2.675232,3.534823,0.000000
5,0.187342,-20.064963,4.031394,3.178810,-3.233596,3.535125,0.000000
6,0.108840,-12.048545,2.455756,3.178523,-2.128817,3.534177,0.000000
7,0.139226,-15.147228,3.066844,3.178634,-2.555793,3.534670,0.000000
8,0.111303,-12.299475,2.507664,3.178532,-2.165916,3.536250,0.000000
9,0.160776,-17.353256,3.498295,3.178713,-2.860316,3.534700,0.000000
10,0.125629,-13.765313,2.794350,3.178584,-2.367986,3.535232,0.000000
11,0.139665,-15.199211,3.075066,3.178636,-2.564645,3.534062,0.000000
12,0.128637,-14.073872,2.853578,3.178595,-2.409663,3.535305,0.000000
13,0.145837,-15.824358,3.199812,3.178658,-2.650101,3.535069,0.000000
14,0.132098,-14.422416,2.924386,3.178608,-2.457618,3.534143,0.000000
15,0.127985,-14.001685,2.841647,3.178593,-2.399050,3.535149,0.000000
16,0.134264,-14.645572,2.967704,3.178616,-2.488845,3.535348,0.000000
17,0.113426,-12.520457,2.548778,3.178540,-2.196197,3.534902,0.000000
18,0.100217,-11.170507,2.283397,3.178491,-2.009567,3.537132,0.000000
19,0.142589,-15.494041,3.133910,3.178646,-2.604018,3.534544,0.000000
20,0.153846,-16.644339,3.361006,3.178688,-2.764381,3.534943,0.000000
21,0.133069,-14.523799,2.943151,3.178611,-2.471661,3.535781,0.000000
22,0.180003,-19.312365,3.884836,3.178783,-3.129458,3.535158,0.000000
23,0.134791,-14.699489,2.977746,3.178618,-2.495635,3.535838,0.000000
24,0.131589,-14.370023,2.913069,3.178606,-2.448945,3.535429,0.000000
25,0.141857,-15.422529,3.119323,3.178643,-2.595618,3.535380,0.000000
26,0.139162,-15.144132,3.065381,3.178635,-2.556258,3.535166,0.000000
27,0.129789,-14.191744,2.876029,3.178599,-2.425447,3.534187,0.000000
28,0.169076,-18.194113,3.666261,3.178743,-2.975500,3.535325,0.000000
29,0.089700,-10.098209,2.072687,3.178453,-1.862883,3.533924,0.000000
30,0.120390,-13.227890,2.688547,3.178565,-2.292394,3.534585,0.000000
31,0.116136,-12.793797,2.604032,3.178550,-2.233806,3.534362,0.000000
32,0.180258,-19.335516,3.890827,3.178785,-3.132314,3.534904,0.000000
33,0.127414,-13.948365,2.829224,3.178591,-2.392485,3.535115,0.000000
34,0.145290,-15.768282,3.189005,3.178656,-2.642478,3.534839,0.000000
35,0.116205,-12.802839,2.604547,3.178550,-2.234606,3.534050,0.000000
36,0.105919,-11.753735,2.398559,3.178512,-2.090991,3.533792,0.000000
37,0.132976,-14.516700,2.941007,3.178611,-2.471009,3.534914,0.000000
38,0.116152,-12.797720,2.604182,3.178550,-2.234854,3.534792,0.000000
