,long,lat,value
697,-25.5647505,-49.1954307,1.0
698,-25.5647505,-49.19134842,1.0
699,-25.5647505,-49.18726614,1.0
700,-25.5587775,-49.38729786,1.0
701,-25.5587775,-49.38321558,1.0
702,-25.5587775,-49.3791333,1.0
703,-25.5587775,-49.37505102,1.0
704,-25.5587775,-49.37096874,1.0
705,-25.5587775,-49.36688646,1.0
706,-25.5587775,-49.36280418,1.0
707,-25.5587775,-49.3587219,1.0
708,-25.5587775,-49.35463962,1.0
709,-25.5587775,-49.35055734,1.0
710,-25.5587775,-49.34647506,1.0
711,-25.5587775,-49.34239278,1.0
712,-25.5587775,-49.3383105,1.0
713,-25.5587775,-49.33422822,1.0
714,-25.5587775,-49.33014594,1.0
715,-25.5587775,-49.32606366,1.0
716,-25.5587775,-49.32198138,1.0
717,-25.5587775,-49.3178991,1.0
718,-25.5587775,-49.31381682,1.0
719,-25.5587775,-49.30973454,1.0
720,-25.5587775,-49.30565226,1.0
721,-25.5587775,-49.30156998,1.0
722,-25.5587775,-49.2974877,1.0
723,-25.5587775,-49.29340542,1.0
724,-25.5587775,-49.28932314,1.0
725,-25.5587775,-49.28524086,1.0
726,-25.5587775,-49.28115858,1.0
727,-25.5587775,-49.2770763,1.0
728,-25.5587775,-49.27299402,1.0
729,-25.5587775,-49.26891174,1.0
730,-25.5587775,-49.26482946,1.0
731,-25.5587775,-49.26074718,1.0
732,-25.5587775,-49.2566649,1.0
733,-25.5587775,-49.25258262,1.0
734,-25.5587775,-49.24850034,1.0
735,-25.5587775,-49.24441806,1.0
736,-25.5587775,-49.24033578,1.0
737,-25.5587775,-49.2362535,1.0
738,-25.5587775,-49.23217122,1.0
739,-25.5587775,-49.22808894,1.0
740,-25.5587775,-49.22400666,1.0
741,-25.5587775,-49.21992438,1.0
742,-25.5587775,-49.2158421,1.0
743,-25.5587775,-49.21175982,1.0
744,-25.5587775,-49.20767754,1.0
745,-25.5587775,-49.20359526,1.0
746,-25.5587775,-49.19951298,1.0
747,-25.5587775,-49.1954307,1.0
748,-25.5587775,-49.19134842,1.0
749,-25.5587775,-49.18726614,1.0
750,-25.5528045,-49.38729786,1.0
751,-25.5528045,-49.38321558,1.0
752,-25.5528045,-49.3791333,1.0
753,-25.5528045,-49.37505102,1.0
754,-25.5528045,-49.37096874,1.0
755,-25.5528045,-49.36688646,1.0
756,-25.5528045,-49.36280418,1.0
757,-25.5528045,-49.3587219,1.0
758,-25.5528045,-49.35463962,1.0
759,-25.5528045,-49.35055734,1.0
760,-25.5528045,-49.34647506,1.0
761,-25.5528045,-49.34239278,1.0
762,-25.5528045,-49.3383105,1.0
763,-25.5528045,-49.33422822,1.0
764,-25.5528045,-49.33014594,1.0
765,-25.5528045,-49.32606366,1.0
766,-25.5528045,-49.32198138,1.0
767,-25.5528045,-49.3178991,1.0
768,-25.5528045,-49.31381682,1.0
769,-25.5528045,-49.30973454,1.0
770,-25.5528045,-49.30565226,1.0
771,-25.5528045,-49.30156998,1.0
772,-25.5528045,-49.2974877,1.0
773,-25.5528045,-49.29340542,1.0
774,-25.5528045,-49.28932314,1.0
775,-25.5528045,-49.28524086,1.0
776,-25.5528045,-49.28115858,1.0
777,-25.5528045,-49.2770763,1.0
778,-25.5528045,-49.27299402,1.0
779,-25.5528045,-49.26891174,1.0
780,-25.5528045,-49.26482946,1.0
781,-25.5528045,-49.26074718,1.0
782,-25.5528045,-49.2566649,1.0
783,-25.5528045,-49.25258262,1.0
784,-25.5528045,-49.24850034,1.0
785,-25.5528045,-49.24441806,1.0
786,-25.5528045,-49.24033578,1.0
787,-25.5528045,-49.2362535,1.0
788,-25.5528045,-49.23217122,1.0
789,-25.5528045,-49.22808894,1.0
790,-25.5528045,-49.22400666,1.0
791,-25.5528045,-49.21992438,1.0
792,-25.5528045,-49.2158421,1.0
793,-25.5528045,-49.21175982,1.0
794,-25.5528045,-49.20767754,1.0
795,-25.5528045,-49.20359526,1.0
796,-25.5528045,-49.19951298,1.0
797,-25.5528045,-49.1954307,1.0
798,-25.5528045,-49.19134842,1.0
799,-25.5528045,-49.18726614,1.0
800,-25.5468315,-49.38729786,1.0
801,-25.5468315,-49.38321558,1.0
802,-25.5468315,-49.3791333,1.0
803,-25.5468315,-49.37505102,1.0
804,-25.5468315,-49.37096874,1.0
805,-25.5468315,-49.36688646,1.0
806,-25.5468315,-49.36280418,1.0
807,-25.5468315,-49.3587219,1.0
808,-25.5468315,-49.35463962,1.0
809,-25.5468315,-49.35055734,1.0
810,-25.5468315,-49.34647506,1.0
811,-25.5468315,-49.34239278,1.0
812,-25.5468315,-49.3383105,1.0
813,-25.5468315,-49.33422822,1.0
814,-25.5468315,-49.33014594,1.0
815,-25.5468315,-49.32606366,1.0
816,-25.5468315,-49.32198138,1.0
817,-25.5468315,-49.3178991,1.0
818,-25.5468315,-49.31381682,1.0
819,-25.5468315,-49.30973454,1.0
820,-25.5468315,-49.30565226,1.0
821,-25.5468315,-49.30156998,1.0
822,-25.5468315,-49.2974877,1.0
823,-25.5468315,-49.29340542,1.0
824,-25.5468315,-49.28932314,1.0
825,-25.5468315,-49.28524086,1.0
826,-25.5468315,-49.28115858,1.0
827,-25.5468315,-49.2770763,1.0
828,-25.5468315,-49.27299402,1.0
829,-25.5468315,-49.26891174,1.0
830,-25.5468315,-49.26482946,1.0
831,-25.5468315,-49.26074718,1.0
832,-25.5468315,-49.2566649,1.0
833,-25.5468315,-49.25258262,1.0
834,-25.5468315,-49.24850034,1.0
835,-25.5468315,-49.24441806,1.0
836,-25.5468315,-49.24033578,1.0
837,-25.5468315,-49.2362535,1.0
838,-25.5468315,-49.23217122,1.0
839,-25.5468315,-49.22808894,1.0
840,-25.5468315,-49.22400666,1.0
841,-25.5468315,-49.21992438,1.0
842,-25.5468315,-49.2158421,1.0
843,-25.5468315,-49.21175982,1.0
844,-25.5468315,-49.20767754,1.0
845,-25.5468315,-49.20359526,1.0
846,-25.5468315,-49.19951298,1.0
847,-25.5468315,-49.1954307,1.0
848,-25.5468315,-49.19134842,1.0
849,-25.5468315,-49.18726614,1.0
850,-25.5408585,-49.38729786,1.0
851,-25.5408585,-49.38321558,1.0
852,-25.5408585,-49.3791333,1.0
853,-25.5408585,-49.37505102,1.0
854,-25.5408585,-49.37096874,1.0
855,-25.5408585,-49.36688646,1.0
856,-25.5408585,-49.36280418,1.0
857,-25.5408585,-49.3587219,1.0
858,-25.5408585,-49.35463962,1.0
859,-25.5408585,-49.35055734,1.0
860,-25.5408585,-49.34647506,1.0
861,-25.5408585,-49.34239278,1.0
862,-25.5408585,-49.3383105,1.0
863,-25.5408585,-49.33422822,1.0
864,-25.5408585,-49.33014594,1.0
865,-25.5408585,-49.32606366,1.0
866,-25.5408585,-49.32198138,1.0
867,-25.5408585,-49.3178991,1.0
868,-25.5408585,-49.31381682,1.0
869,-25.5408585,-49.30973454,1.0
870,-25.5408585,-49.30565226,1.0
871,-25.5408585,-49.30156998,1.0
872,-25.5408585,-49.2974877,1.0
873,-25.5408585,-49.29340542,1.0
874,-25.5408585,-49.28932314,1.0
875,-25.5408585,-49.28524086,1.0
876,-25.5408585,-49.28115858,1.0
877,-25.5408585,-49.2770763,1.0
878,-25.5408585,-49.27299402,1.0
879,-25.5408585,-49.26891174,1.0
880,-25.5408585,-49.26482946,1.0
881,-25.5408585,-49.26074718,1.0
882,-25.5408585,-49.2566649,1.0
883,-25.5408585,-49.25258262,1.0
884,-25.5408585,-49.24850034,1.0
885,-25.5408585,-49.24441806,1.0
886,-25.5408585,-49.24033578,1.0
887,-25.5408585,-49.2362535,1.0
888,-25.5408585,-49.23217122,1.0
889,-25.5408585,-49.22808894,1.0
890,-25.5408585,-49.22400666,1.0
891,-25.5408585,-49.21992438,1.0
892,-25.5408585,-49.2158421,1.0
893,-25.5408585,-49.21175982,1.0
894,-25.5408585,-49.20767754,1.0
895,-25.5408585,-49.20359526,1.0
896,-25.5408585,-49.19951298,1.0
897,-25.5408585,-49.1954307,1.0
898,-25.5408585,-49.19134842,1.0
899,-25.5408585,-49.18726614,1.0
900,-25.5348855,-49.38729786,1.0
901,-25.5348855,-49.38321558,1.0
902,-25.5348855,-49.3791333,1.0
903,-25.5348855,-49.37505102,1.0
904,-25.5348855,-49.37096874,1.0
905,-25.5348855,-49.36688646,1.0
906,-25.5348855,-49.36280418,1.0
907,-25.5348855,-49.3587219,1.0
908,-25.5348855,-49.35463962,1.0
909,-25.5348855,-49.35055734,1.0
910,-25.5348855,-49.34647506,1.0
911,-25.5348855,-49.34239278,1.0
912,-25.5348855,-49.3383105,1.0
913,-25.5348855,-49.33422822,1.0
914,-25.5348855,-49.33014594,1.0
915,-25.5348855,-49.32606366,1.0
916,-25.5348855,-49.32198138,1.0
917,-25.5348855,-49.3178991,1.0
918,-25.5348855,-49.31381682,1.0
919,-25.5348855,-49.30973454,1.0
920,-25.5348855,-49.30565226,1.0
921,-25.5348855,-49.30156998,1.0
922,-25.5348855,-49.2974877,1.0
923,-25.5348855,-49.29340542,1.0
924,-25.5348855,-49.28932314,1.0
925,-25.5348855,-49.28524086,1.0
926,-25.5348855,-49.28115858,1.0
927,-25.5348855,-49.2770763,1.0
928,-25.5348855,-49.27299402,1.0
929,-25.5348855,-49.26891174,1.0
930,-25.5348855,-49.26482946,1.0
931,-25.5348855,-49.26074718,1.0
932,-25.5348855,-49.2566649,1.0
933,-25.5348855,-49.25258262,1.0
934,-25.5348855,-49.24850034,1.0
935,-25.5348855,-49.24441806,1.0
936,-25.5348855,-49.24033578,1.0
937,-25.5348855,-49.2362535,1.0
938,-25.5348855,-49.23217122,1.0
939,-25.5348855,-49.22808894,1.0
940,-25.5348855,-49.22400666,1.0
941,-25.5348855,-49.21992438,1.0
942,-25.5348855,-49.2158421,1.0
943,-25.5348855,-49.21175982,1.0
944,-25.5348855,-49.20767754,1.0
945,-25.5348855,-49.20359526,1.0
946,-25.5348855,-49.19951298,1.0
947,-25.5348855,-49.1954307,1.0
948,-25.5348855,-49.19134842,1.0
949,-25.5348855,-49.18726614,1.0
950,-25.5289125,-49.38729786,1.0
951,-25.5289125,-49.38321558,1.0
952,-25.5289125,-49.3791333,1.0
953,-25.5289125,-49.37505102,1.0
954,-25.5289125,-49.37096874,1.0
955,-25.5289125,-49.36688646,1.0
956,-25.5289125,-49.36280418,1.0
957,-25.5289125,-49.3587219,1.0
958,-25.5289125,-49.35463962,1.0
959,-25.5289125,-49.35055734,1.0
960,-25.5289125,-49.34647506,1.0
961,-25.5289125,-49.34239278,1.0
962,-25.5289125,-49.3383105,1.0
963,-25.5289125,-49.33422822,1.0
964,-25.5289125,-49.33014594,1.0
965,-25.5289125,-49.32606366,1.0
966,-25.5289125,-49.32198138,1.0
967,-25.5289125,-49.3178991,1.0
968,-25.5289125,-49.31381682,1.0
969,-25.5289125,-49.30973454,1.0
970,-25.5289125,-49.30565226,1.0
971,-25.5289125,-49.30156998,1.0
972,-25.5289125,-49.2974877,1.0
973,-25.5289125,-49.29340542,1.0
974,-25.5289125,-49.28932314,1.0
975,-25.5289125,-49.28524086,1.0
976,-25.5289125,-49.28115858,1.0
977,-25.5289125,-49.2770763,1.0
978,-25.5289125,-49.27299402,1.0
979,-25.5289125,-49.26891174,1.0
980,-25.5289125,-49.26482946,1.0
981,-25.5289125,-49.26074718,1.0
982,-25.5289125,-49.2566649,1.0
983,-25.5289125,-49.25258262,1.0
984,-25.5289125,-49.24850034,1.0
985,-25.5289125,-49.24441806,1.0
986,-25.5289125,-49.24033578,1.0
987,-25.5289125,-49.2362535,1.0
988,-25.5289125,-49.23217122,1.0
989,-25.5289125,-49.22808894,1.0
990,-25.5289125,-49.22400666,1.0
991,-25.5289125,-49.21992438,1.0
992,-25.5289125,-49.2158421,1.0
993,-25.5289125,-49.21175982,1.0
994,-25.5289125,-49.20767754,1.0
995,-25.5289125,-49.20359526,1.0
996,-25.5289125,-49.19951298,1.0
997,-25.5289125,-49.1954307,1.0
998,-25.5289125,-49.19134842,1.0
999,-25.5289125,-49.18726614,1.0
1000,-25.5229395,-49.38729786,1.0
1001,-25.5229395,-49.38321558,1.0
1002,-25.5229395,-49.3791333,1.0
1003,-25.5229395,-49.37505102,1.0
1004,-25.5229395,-49.37096874,1.0
1005,-25.5229395,-49.36688646,1.0
1006,-25.5229395,-49.36280418,1.0
1007,-25.5229395,-49.3587219,1.0
1008,-25.5229395,-49.35463962,1.0
1009,-25.5229395,-49.35055734,1.0
1010,-25.5229395,-49.34647506,1.0
1011,-25.5229395,-49.34239278,1.0
1012,-25.5229395,-49.3383105,1.0
1013,-25.5229395,-49.33422822,1.0
1014,-25.5229395,-49.33014594,1.0
1015,-25.5229395,-49.32606366,1.0
1016,-25.5229395,-49.32198138,1.0
1017,-25.5229395,-49.3178991,1.0
1018,-25.5229395,-49.31381682,1.0
1019,-25.5229395,-49.30973454,1.0
1020,-25.5229395,-49.30565226,1.0
1021,-25.5229395,-49.30156998,1.0
1022,-25.5229395,-49.2974877,1.0
1023,-25.5229395,-49.29340542,1.0
1024,-25.5229395,-49.28932314,1.0
1025,-25.5229395,-49.28524086,1.0
1026,-25.5229395,-49.28115858,1.0
1027,-25.5229395,-49.2770763,1.0
1028,-25.5229395,-49.27299402,1.0
1029,-25.5229395,-49.26891174,1.0
1030,-25.5229395,-49.26482946,1.0
1031,-25.5229395,-49.26074718,1.0
1032,-25.5229395,-49.2566649,1.0
1033,-25.5229395,-49.25258262,1.0
1034,-25.5229395,-49.24850034,1.0
1035,-25.5229395,-49.24441806,1.0
1036,-25.5229395,-49.24033578,1.0
1037,-25.5229395,-49.2362535,1.0
1038,-25.5229395,-49.23217122,1.0
1039,-25.5229395,-49.22808894,1.0
1040,-25.5229395,-49.22400666,1.0
1041,-25.5229395,-49.21992438,1.0
1042,-25.5229395,-49.2158421,1.0
1043,-25.5229395,-49.21175982,1.0
1044,-25.5229395,-49.20767754,1.0
1045,-25.5229395,-49.20359526,1.0
1046,-25.5229395,-49.19951298,1.0
1047,-25.5229395,-49.1954307,1.0
1048,-25.5229395,-49.19134842,1.0
1049,-25.5229395,-49.18726614,1.0
1050,-25.5169665,-49.38729786,1.0
1051,-25.5169665,-49.38321558,1.0
1052,-25.5169665,-49.3791333,1.0
1053,-25.5169665,-49.37505102,1.0
1054,-25.5169665,-49.37096874,1.0
1055,-25.5169665,-49.36688646,1.0
1056,-25.5169665,-49.36280418,1.0
1057,-25.5169665,-49.3587219,1.0
1058,-25.5169665,-49.35463962,1.0
1059,-25.5169665,-49.35055734,1.0
1060,-25.5169665,-49.34647506,1.0
1061,-25.5169665,-49.34239278,1.0
1062,-25.5169665,-49.3383105,1.0
1063,-25.5169665,-49.33422822,1.0
1064,-25.5169665,-49.33014594,1.0
1065,-25.5169665,-49.32606366,1.0
1066,-25.5169665,-49.32198138,1.0
1067,-25.5169665,-49.3178991,1.0
1068,-25.5169665,-49.31381682,1.0
1069,-25.5169665,-49.30973454,1.0
1070,-25.5169665,-49.30565226,1.0
1071,-25.5169665,-49.30156998,1.0
1072,-25.5169665,-49.2974877,1.0
1073,-25.5169665,-49.29340542,1.0
1074,-25.5169665,-49.28932314,1.0
1075,-25.5169665,-49.28524086,1.0
1076,-25.5169665,-49.28115858,1.0
1077,-25.5169665,-49.2770763,1.0
1078,-25.5169665,-49.27299402,1.0
1079,-25.5169665,-49.26891174,1.0
1080,-25.5169665,-49.26482946,1.0
1081,-25.5169665,-49.26074718,1.0
1082,-25.5169665,-49.2566649,1.0
1083,-25.5169665,-49.25258262,1.0
1084,-25.5169665,-49.24850034,1.0
1085,-25.5169665,-49.24441806,1.0
1086,-25.5169665,-49.24033578,1.0
1087,-25.5169665,-49.2362535,1.0
1088,-25.5169665,-49.23217122,1.0
1089,-25.5169665,-49.22808894,1.0
1090,-25.5169665,-49.22400666,1.0
1091,-25.5169665,-49.21992438,1.0
1092,-25.5169665,-49.2158421,1.0
1093,-25.5169665,-49.21175982,1.0
1094,-25.5169665,-49.20767754,1.0
1095,-25.5169665,-49.20359526,1.0
1096,-25.5169665,-49.19951298,1.0
1097,-25.5169665,-49.1954307,1.0
1098,-25.5169665,-49.19134842,1.0
1099,-25.5169665,-49.18726614,1.0
1100,-25.5109935,-49.38729786,1.0
1101,-25.5109935,-49.38321558,1.0
1102,-25.5109935,-49.3791333,1.0
1103,-25.5109935,-49.37505102,1.0
1104,-25.5109935,-49.37096874,1.0
1105,-25.5109935,-49.36688646,1.0
1106,-25.5109935,-49.36280418,1.0
1107,-25.5109935,-49.3587219,1.0
1108,-25.5109935,-49.35463962,1.0
1109,-25.5109935,-49.35055734,1.0
1110,-25.5109935,-49.34647506,1.0
1111,-25.5109935,-49.34239278,1.0
1112,-25.5109935,-49.3383105,1.0
1113,-25.5109935,-49.33422822,1.0
1114,-25.5109935,-49.33014594,1.0
1115,-25.5109935,-49.32606366,1.0
1116,-25.5109935,-49.32198138,1.0
1117,-25.5109935,-49.3178991,1.0
1118,-25.5109935,-49.31381682,1.0
1119,-25.5109935,-49.30973454,1.0
1120,-25.5109935,-49.30565226,1.0
1121,-25.5109935,-49.30156998,1.0
1122,-25.5109935,-49.2974877,1.0
1123,-25.5109935,-49.29340542,1.0
1124,-25.5109935,-49.28932314,1.0
1125,-25.5109935,-49.28524086,1.0
1126,-25.5109935,-49.28115858,1.0
1127,-25.5109935,-49.2770763,1.0
1128,-25.5109935,-49.27299402,1.0
1129,-25.5109935,-49.26891174,1.0
1130,-25.5109935,-49.26482946,1.0
1131,-25.5109935,-49.26074718,1.0
1132,-25.5109935,-49.2566649,1.0
1133,-25.5109935,-49.25258262,1.0
1134,-25.5109935,-49.24850034,1.0
1135,-25.5109935,-49.24441806,1.0
1136,-25.5109935,-49.24033578,1.0
1137,-25.5109935,-49.2362535,1.0
1138,-25.5109935,-49.23217122,1.0
1139,-25.5109935,-49.22808894,1.0
1140,-25.5109935,-49.22400666,1.0
1141,-25.5109935,-49.21992438,1.0
1142,-25.5109935,-49.2158421,1.0
1143,-25.5109935,-49.21175982,1.0
1144,-25.5109935,-49.20767754,1.0
1145,-25.5109935,-49.20359526,1.0
1146,-25.5109935,-49.19951298,1.0
1147,-25.5109935,-49.1954307,1.0
1148,-25.5109935,-49.19134842,1.0
1149,-25.5109935,-49.18726614,1.0
1150,-25.5050205,-49.38729786,1.0
1151,-25.5050205,-49.38321558,1.0
1152,-25.5050205,-49.3791333,1.0
1153,-25.5050205,-49.37505102,1.0
1154,-25.5050205,-49.37096874,1.0
1155,-25.5050205,-49.36688646,1.0
1156,-25.5050205,-49.36280418,1.0
1157,-25.5050205,-49.3587219,1.0
1158,-25.5050205,-49.35463962,1.0
1159,-25.5050205,-49.35055734,1.0
1160,-25.5050205,-49.34647506,1.0
1161,-25.5050205,-49.34239278,1.0
1162,-25.5050205,-49.3383105,1.0
1163,-25.5050205,-49.33422822,1.0
1164,-25.5050205,-49.33014594,1.0
1165,-25.5050205,-49.32606366,1.0
1166,-25.5050205,-49.32198138,1.0
1167,-25.5050205,-49.3178991,1.0
1168,-25.5050205,-49.31381682,1.0
1169,-25.5050205,-49.30973454,1.0
1170,-25.5050205,-49.30565226,1.0
1171,-25.5050205,-49.30156998,1.0
1172,-25.5050205,-49.2974877,1.0
1173,-25.5050205,-49.29340542,1.0
1174,-25.5050205,-49.28932314,1.0
1175,-25.5050205,-49.28524086,1.0
1176,-25.5050205,-49.28115858,1.0
1177,-25.5050205,-49.2770763,1.0
1178,-25.5050205,-49.27299402,1.0
1179,-25.5050205,-49.26891174,1.0
1180,-25.5050205,-49.26482946,1.0
1181,-25.5050205,-49.26074718,1.0
1182,-25.5050205,-49.2566649,1.0
1183,-25.5050205,-49.25258262,1.0
1184,-25.5050205,-49.24850034,1.0
1185,-25.5050205,-49.24441806,1.0
1186,-25.5050205,-49.24033578,1.0
1187,-25.5050205,-49.2362535,1.0
1188,-25.5050205,-49.23217122,1.0
1189,-25.5050205,-49.22808894,1.0
1190,-25.5050205,-49.22400666,1.0
1191,-25.5050205,-49.21992438,1.0
1192,-25.5050205,-49.2158421,1.0
1193,-25.5050205,-49.21175982,1.0
1194,-25.5050205,-49.20767754,1.0
1195,-25.5050205,-49.20359526,1.0
1196,-25.5050205,-49.19951298,1.0
1197,-25.5050205,-49.1954307,1.0
1198,-25.5050205,-49.19134842,1.0
1199,-25.5050205,-49.18726614,1.0
1200,-25.4990475,-49.38729786,1.0
1201,-25.4990475,-49.38321558,1.0
1202,-25.4990475,-49.3791333,1.0
1203,-25.4990475,-49.37505102,1.0
1204,-25.4990475,-49.37096874,1.0
1205,-25.4990475,-49.36688646,1.0
1206,-25.4990475,-49.36280418,1.0
1207,-25.4990475,-49.3587219,1.0
1208,-25.4990475,-49.35463962,1.0
1209,-25.4990475,-49.35055734,1.0
1210,-25.4990475,-49.34647506,1.0
1211,-25.4990475,-49.34239278,1.0
1212,-25.4990475,-49.3383105,1.0
1213,-25.4990475,-49.33422822,1.0
1214,-25.4990475,-49.33014594,1.0
1215,-25.4990475,-49.32606366,1.0
1216,-25.4990475,-49.32198138,1.0
1217,-25.4990475,-49.3178991,1.0
1218,-25.4990475,-49.31381682,1.0
1219,-25.4990475,-49.30973454,1.0
1220,-25.4990475,-49.30565226,1.0
1221,-25.4990475,-49.30156998,1.0
1222,-25.4990475,-49.2974877,1.0
1223,-25.4990475,-49.29340542,1.0
1224,-25.4990475,-49.28932314,1.0
1225,-25.4990475,-49.28524086,1.0
1226,-25.4990475,-49.28115858,1.0
1227,-25.4990475,-49.2770763,1.0
1228,-25.4990475,-49.27299402,1.0
1229,-25.4990475,-49.26891174,1.0
1230,-25.4990475,-49.26482946,1.0
1231,-25.4990475,-49.26074718,1.0
1232,-25.4990475,-49.2566649,1.0
1233,-25.4990475,-49.25258262,1.0
1234,-25.4990475,-49.24850034,1.0
1235,-25.4990475,-49.24441806,1.0
1236,-25.4990475,-49.24033578,1.0
1237,-25.4990475,-49.2362535,1.0
1238,-25.4990475,-49.23217122,1.0
1239,-25.4990475,-49.22808894,1.0
1240,-25.4990475,-49.22400666,1.0
1241,-25.4990475,-49.21992438,1.0
1242,-25.4990475,-49.2158421,1.0
1243,-25.4990475,-49.21175982,1.0
1244,-25.4990475,-49.20767754,1.0
1245,-25.4990475,-49.20359526,1.0
1246,-25.4990475,-49.19951298,1.0
1247,-25.4990475,-49.1954307,1.0
1248,-25.4990475,-49.19134842,1.0
1249,-25.4990475,-49.18726614,1.0
1250,-25.4930745,-49.38729786,1.0
1251,-25.4930745,-49.38321558,1.0
1252,-25.4930745,-49.3791333,1.0
1253,-25.4930745,-49.37505102,1.0
1254,-25.4930745,-49.37096874,1.0
1255,-25.4930745,-49.36688646,1.0
1256,-25.4930745,-49.36280418,1.0
1257,-25.4930745,-49.3587219,1.0
1258,-25.4930745,-49.35463962,1.0
1259,-25.4930745,-49.35055734,1.0
1260,-25.4930745,-49.34647506,1.0
1261,-25.4930745,-49.34239278,1.0
1262,-25.4930745,-49.3383105,1.0
1263,-25.4930745,-49.33422822,1.0
1264,-25.4930745,-49.33014594,1.0
1265,-25.4930745,-49.32606366,1.0
1266,-25.4930745,-49.32198138,1.0
1267,-25.4930745,-49.3178991,1.0
1268,-25.4930745,-49.31381682,1.0
1269,-25.4930745,-49.30973454,1.0
1270,-25.4930745,-49.30565226,1.0
1271,-25.4930745,-49.30156998,1.0
1272,-25.4930745,-49.2974877,1.0
1273,-25.4930745,-49.29340542,1.0
1274,-25.4930745,-49.28932314,1.0
1275,-25.4930745,-49.28524086,1.0
1276,-25.4930745,-49.28115858,1.0
1277,-25.4930745,-49.2770763,1.0
1278,-25.4930745,-49.27299402,1.0
1279,-25.4930745,-49.26891174,1.0
1280,-25.4930745,-49.26482946,1.0
1281,-25.4930745,-49.26074718,1.0
1282,-25.4930745,-49.2566649,1.0
1283,-25.4930745,-49.25258262,1.0
1284,-25.4930745,-49.24850034,1.0
1285,-25.4930745,-49.24441806,1.0
1286,-25.4930745,-49.24033578,1.0
1287,-25.4930745,-49.2362535,1.0
1288,-25.4930745,-49.23217122,1.0
1289,-25.4930745,-49.22808894,1.0
1290,-25.4930745,-49.22400666,1.0
1291,-25.4930745,-49.21992438,1.0
1292,-25.4930745,-49.2158421,1.0
1293,-25.4930745,-49.21175982,1.0
1294,-25.4930745,-49.20767754,1.0
1295,-25.4930745,-49.20359526,1.0
1296,-25.4930745,-49.19951298,1.0
1297,-25.4930745,-49.1954307,1.0
1298,-25.4930745,-49.19134842,1.0
1299,-25.4930745,-49.18726614,1.0
1300,-25.4871015,-49.38729786,1.0
1301,-25.4871015,-49.38321558,1.0
1302,-25.4871015,-49.3791333,1.0
1303,-25.4871015,-49.37505102,1.0
1304,-25.4871015,-49.37096874,1.0
1305,-25.4871015,-49.36688646,1.0
1306,-25.4871015,-49.36280418,1.0
1307,-25.4871015,-49.3587219,1.0
1308,-25.4871015,-49.35463962,1.0
1309,-25.4871015,-49.35055734,1.0
1310,-25.4871015,-49.34647506,1.0
1311,-25.4871015,-49.34239278,1.0
1312,-25.4871015,-49.3383105,1.0
1313,-25.4871015,-49.33422822,1.0
1314,-25.4871015,-49.33014594,1.0
1315,-25.4871015,-49.32606366,1.0
1316,-25.4871015,-49.32198138,1.0
1317,-25.4871015,-49.3178991,1.0
1318,-25.4871015,-49.31381682,1.0
1319,-25.4871015,-49.30973454,1.0
1320,-25.4871015,-49.30565226,1.0
1321,-25.4871015,-49.30156998,1.0
1322,-25.4871015,-49.2974877,1.0
1323,-25.4871015,-49.29340542,1.0
1324,-25.4871015,-49.28932314,1.0
1325,-25.4871015,-49.28524086,1.0
1326,-25.4871015,-49.28115858,1.0
1327,-25.4871015,-49.2770763,1.0
1328,-25.4871015,-49.27299402,1.0
1329,-25.4871015,-49.26891174,1.0
1330,-25.4871015,-49.26482946,1.0
1331,-25.4871015,-49.26074718,1.0
1332,-25.4871015,-49.2566649,1.0
1333,-25.4871015,-49.25258262,1.0
1334,-25.4871015,-49.24850034,1.0
1335,-25.4871015,-49.24441806,1.0
1336,-25.4871015,-49.24033578,1.0
1337,-25.4871015,-49.2362535,1.0
1338,-25.4871015,-49.23217122,1.0
1339,-25.4871015,-49.22808894,1.0
1340,-25.4871015,-49.22400666,1.0
1341,-25.4871015,-49.21992438,1.0
1342,-25.4871015,-49.2158421,1.0
1343,-25.4871015,-49.21175982,1.0
1344,-25.4871015,-49.20767754,1.0
1345,-25.4871015,-49.20359526,1.0
1346,-25.4871015,-49.19951298,1.0
1347,-25.4871015,-49.1954307,1.0
1348,-25.4871015,-49.19134842,1.0
1349,-25.4871015,-49.18726614,1.0
1350,-25.4811285,-49.38729786,1.0
1351,-25.4811285,-49.38321558,1.0
1352,-25.4811285,-49.3791333,1.0
1353,-25.4811285,-49.37505102,1.0
1354,-25.4811285,-49.37096874,1.0
1355,-25.4811285,-49.36688646,1.0
1356,-25.4811285,-49.36280418,1.0
1357,-25.4811285,-49.3587219,1.0
1358,-25.4811285,-49.35463962,1.0
1359,-25.4811285,-49.35055734,1.0
1360,-25.4811285,-49.34647506,1.0
1361,-25.4811285,-49.34239278,1.0
1362,-25.4811285,-49.3383105,1.0
1363,-25.4811285,-49.33422822,1.0
1364,-25.4811285,-49.33014594,1.0
1365,-25.4811285,-49.32606366,1.0
1366,-25.4811285,-49.32198138,1.0
1367,-25.4811285,-49.3178991,1.0
1368,-25.4811285,-49.31381682,1.0
1369,-25.4811285,-49.30973454,1.0
1370,-25.4811285,-49.30565226,1.0
1371,-25.4811285,-49.30156998,1.0
1372,-25.4811285,-49.2974877,1.0
1373,-25.4811285,-49.29340542,1.0
1374,-25.4811285,-49.28932314,1.0
1375,-25.4811285,-49.28524086,1.0
1376,-25.4811285,-49.28115858,1.0
