,long,lat,value
581,-25.5766965,-49.26074718,1.0
582,-25.5766965,-49.2566649,1.0
583,-25.5766965,-49.25258262,1.0
584,-25.5766965,-49.24850034,1.0
585,-25.5766965,-49.24441806,1.0
586,-25.5766965,-49.24033578,1.0
587,-25.5766965,-49.2362535,1.0
588,-25.5766965,-49.23217122,1.0
589,-25.5766965,-49.22808894,1.0
590,-25.5766965,-49.22400666,1.0
591,-25.5766965,-49.21992438,1.0
592,-25.5766965,-49.2158421,1.0
593,-25.5766965,-49.21175982,1.0
594,-25.5766965,-49.20767754,1.0
595,-25.5766965,-49.20359526,1.0
596,-25.5766965,-49.19951298,1.0
597,-25.5766965,-49.1954307,1.0
598,-25.5766965,-49.19134842,1.0
599,-25.5766965,-49.18726614,1.0
600,-25.5707235,-49.38729786,1.0
601,-25.5707235,-49.38321558,1.0
602,-25.5707235,-49.3791333,1.0
603,-25.5707235,-49.37505102,1.0
604,-25.5707235,-49.37096874,1.0
605,-25.5707235,-49.36688646,1.0
606,-25.5707235,-49.36280418,1.0
607,-25.5707235,-49.3587219,1.0
608,-25.5707235,-49.35463962,1.0
609,-25.5707235,-49.35055734,1.0
610,-25.5707235,-49.34647506,1.0
611,-25.5707235,-49.34239278,1.0
612,-25.5707235,-49.3383105,1.0
613,-25.5707235,-49.33422822,1.0
614,-25.5707235,-49.33014594,1.0
615,-25.5707235,-49.32606366,1.0
616,-25.5707235,-49.32198138,1.0
617,-25.5707235,-49.3178991,1.0
618,-25.5707235,-49.31381682,1.0
619,-25.5707235,-49.30973454,1.0
620,-25.5707235,-49.30565226,1.0
621,-25.5707235,-49.30156998,1.0
622,-25.5707235,-49.2974877,1.0
623,-25.5707235,-49.29340542,1.0
624,-25.5707235,-49.28932314,1.0
625,-25.5707235,-49.28524086,1.0
626,-25.5707235,-49.28115858,1.0
627,-25.5707235,-49.2770763,1.0
628,-25.5707235,-49.27299402,1.0
629,-25.5707235,-49.26891174,1.0
630,-25.5707235,-49.26482946,1.0
631,-25.5707235,-49.26074718,1.0
632,-25.5707235,-49.2566649,1.0
633,-25.5707235,-49.25258262,1.0
634,-25.5707235,-49.24850034,1.0
635,-25.5707235,-49.24441806,1.0
636,-25.5707235,-49.24033578,1.0
637,-25.5707235,-49.2362535,1.0
638,-25.5707235,-49.23217122,1.0
639,-25.5707235,-49.22808894,1.0
640,-25.5707235,-49.22400666,1.0
641,-25.5707235,-49.21992438,1.0
642,-25.5707235,-49.2158421,1.0
643,-25.5707235,-49.21175982,1.0
644,-25.5707235,-49.20767754,1.0
645,-25.5707235,-49.20359526,1.0
646,-25.5707235,-49.19951298,1.0
647,-25.5707235,-49.1954307,1.0
648,-25.5707235,-49.19134842,1.0
649,-25.5707235,-49.18726614,1.0
650,-25.5647505,-49.38729786,1.0
651,-25.5647505,-49.38321558,1.0
652,-25.5647505,-49.3791333,1.0
653,-25.5647505,-49.37505102,1.0
654,-25.5647505,-49.37096874,1.0
655,-25.5647505,-49.36688646,1.0
656,-25.5647505,-49.36280418,1.0
657,-25.5647505,-49.3587219,1.0
658,-25.5647505,-49.35463962,1.0
659,-25.5647505,-49.35055734,1.0
660,-25.5647505,-49.34647506,1.0
661,-25.5647505,-49.34239278,1.0
662,-25.5647505,-49.3383105,1.0
663,-25.5647505,-49.33422822,1.0
664,-25.5647505,-49.33014594,1.0
665,-25.5647505,-49.32606366,1.0
666,-25.5647505,-49.32198138,1.0
667,-25.5647505,-49.3178991,1.0
668,-25.5647505,-49.31381682,1.0
669,-25.5647505,-49.30973454,1.0
670,-25.5647505,-49.30565226,1.0
671,-25.5647505,-49.30156998,1.0
672,-25.5647505,-49.2974877,1.0
673,-25.5647505,-49.29340542,1.0
674,-25.5647505,-49.28932314,1.0
675,-25.5647505,-49.28524086,1.0
676,-25.5647505,-49.28115858,1.0
677,-25.5647505,-49.2770763,1.0
678,-25.5647505,-49.27299402,1.0
679,-25.5647505,-49.26891174,1.0
680,-25.5647505,-49.26482946,1.0
681,-25.5647505,-49.26074718,1.0
682,-25.5647505,-49.2566649,1.0
683,-25.5647505,-49.25258262,1.0
684,-25.5647505,-49.24850034,1.0
685,-25.5647505,-49.24441806,1.0
686,-25.5647505,-49.24033578,1.0
687,-25.5647505,-49.2362535,1.0
688,-25.5647505,-49.23217122,1.0
689,-25.5647505,-49.22808894,1.0
690,-25.5647505,-49.22400666,1.0
691,-25.5647505,-49.21992438,1.0
692,-25.5647505,-49.2158421,1.0
693,-25.5647505,-49.21175982,1.0
694,-25.5647505,-49.20767754,1.0
695,-25.5647505,-49.20359526,1.0
696,-25.5647505,-49.19951298,1.0
