West Longitude,South Latitude,East Longitude,North Latitude,IDgrid,Valid
-49.2709527265,-25.6394132162,-49.2668704538,-25.6334402124,80,False
-49.2668704538,-25.6394132162,-49.2627881811,-25.6334402124,81,False
-49.2627881811,-25.6394132162,-49.2587059083,-25.6334402124,82,False
-49.2587059083,-25.6394132162,-49.2546236356,-25.6334402124,83,False
-49.2546236356,-25.6394132162,-49.2505413628,-25.6334402124,84,False
-49.2505413628,-25.6394132162,-49.2464590901,-25.6334402124,85,False
-49.2464590901,-25.6394132162,-49.2423768174,-25.6334402124,86,False
-49.2423768174,-25.6394132162,-49.2382945446,-25.6334402124,87,False
-49.2382945446,-25.6394132162,-49.2342122719,-25.6334402124,88,False
-49.2342122719,-25.6394132162,-49.2301299991,-25.6334402124,89,False
-49.2301299991,-25.6394132162,-49.2260477264,-25.6334402124,90,False
-49.2260477264,-25.6394132162,-49.2219654537,-25.6334402124,91,False
-49.2219654537,-25.6394132162,-49.2178831809,-25.6334402124,92,False
-49.2178831809,-25.6394132162,-49.2138009082,-25.6334402124,93,False
-49.2138009082,-25.6394132162,-49.2097186354,-25.6334402124,94,False
-49.2097186354,-25.6394132162,-49.2056363627,-25.6334402124,95,False
-49.2056363627,-25.6394132162,-49.20155409,-25.6334402124,96,False
-49.20155409,-25.6394132162,-49.1974718172,-25.6334402124,97,False
-49.1974718172,-25.6394132162,-49.1933895445,-25.6334402124,98,False
-49.1933895445,-25.6394132162,-49.1893072717,-25.6334402124,99,False
-49.1893072717,-25.6394132162,-49.185224999,-25.6334402124,100,False
-49.389338636,-25.6334402124,-49.3852563633,-25.6274672085,101,False
-49.3852563633,-25.6334402124,-49.3811740905,-25.6274672085,102,False
-49.3811740905,-25.6334402124,-49.3770918178,-25.6274672085,103,False
-49.3770918178,-25.6334402124,-49.373009545,-25.6274672085,104,False
-49.373009545,-25.6334402124,-49.3689272723,-25.6274672085,105,False
-49.3689272723,-25.6334402124,-49.3648449996,-25.6274672085,106,True
-49.3648449996,-25.6334402124,-49.3607627268,-25.6274672085,107,True
-49.3607627268,-25.6334402124,-49.3566804541,-25.6274672085,108,True
-49.3566804541,-25.6334402124,-49.3525981813,-25.6274672085,109,True
-49.3525981813,-25.6334402124,-49.3485159086,-25.6274672085,110,True
-49.3485159086,-25.6334402124,-49.3444336359,-25.6274672085,111,True
-49.3444336359,-25.6334402124,-49.3403513631,-25.6274672085,112,True
-49.3403513631,-25.6334402124,-49.3362690904,-25.6274672085,113,True
-49.3362690904,-25.6334402124,-49.3321868176,-25.6274672085,114,True
-49.3321868176,-25.6334402124,-49.3281045449,-25.6274672085,115,True
-49.3281045449,-25.6334402124,-49.3240222722,-25.6274672085,116,True
-49.3240222722,-25.6334402124,-49.3199399994,-25.6274672085,117,True
-49.3199399994,-25.6334402124,-49.3158577267,-25.6274672085,118,False
-49.3158577267,-25.6334402124,-49.3117754539,-25.6274672085,119,False
-49.3117754539,-25.6334402124,-49.3076931812,-25.6274672085,120,False
-49.3076931812,-25.6334402124,-49.3036109085,-25.6274672085,121,False
-49.3036109085,-25.6334402124,-49.2995286357,-25.6274672085,122,False
-49.2995286357,-25.6334402124,-49.295446363,-25.6274672085,123,False
-49.295446363,-25.6334402124,-49.2913640902,-25.6274672085,124,False
-49.2913640902,-25.6334402124,-49.2872818175,-25.6274672085,125,False
-49.2872818175,-25.6334402124,-49.2831995448,-25.6274672085,126,False
-49.2831995448,-25.6334402124,-49.279117272,-25.6274672085,127,False
-49.279117272,-25.6334402124,-49.2750349993,-25.6274672085,128,False
-49.2750349993,-25.6334402124,-49.2709527265,-25.6274672085,129,False
-49.2709527265,-25.6334402124,-49.2668704538,-25.6274672085,130,False
-49.2668704538,-25.6334402124,-49.2627881811,-25.6274672085,131,False
-49.2627881811,-25.6334402124,-49.2587059083,-25.6274672085,132,False
-49.2587059083,-25.6334402124,-49.2546236356,-25.6274672085,133,False
-49.2546236356,-25.6334402124,-49.2505413628,-25.6274672085,134,False
-49.2505413628,-25.6334402124,-49.2464590901,-25.6274672085,135,False
-49.2464590901,-25.6334402124,-49.2423768174,-25.6274672085,136,False
-49.2423768174,-25.6334402124,-49.2382945446,-25.6274672085,137,False
-49.2382945446,-25.6334402124,-49.2342122719,-25.6274672085,138,False
-49.2342122719,-25.6334402124,-49.2301299991,-25.6274672085,139,False
-49.2301299991,-25.6334402124,-49.2260477264,-25.6274672085,140,False
-49.2260477264,-25.6334402124,-49.2219654537,-25.6274672085,141,False
-49.2219654537,-25.6334402124,-49.2178831809,-25.6274672085,142,False
-49.2178831809,-25.6334402124,-49.2138009082,-25.6274672085,143,False
-49.2138009082,-25.6334402124,-49.2097186354,-25.6274672085,144,False
-49.2097186354,-25.6334402124,-49.2056363627,-25.6274672085,145,False
-49.2056363627,-25.6334402124,-49.20155409,-25.6274672085,146,False
-49.20155409,-25.6334402124,-49.1974718172,-25.6274672085,147,False
-49.1974718172,-25.6334402124,-49.1933895445,-25.6274672085,148,False
-49.1933895445,-25.6334402124,-49.1893072717,-25.6274672085,149,False
-49.1893072717,-25.6334402124,-49.185224999,-25.6274672085,150,False
-49.389338636,-25.6274672085,-49.3852563633,-25.6214942047,151,False
-49.3852563633,-25.6274672085,-49.3811740905,-25.6214942047,152,False
-49.3811740905,-25.6274672085,-49.3770918178,-25.6214942047,153,False
-49.3770918178,-25.6274672085,-49.373009545,-25.6214942047,154,False
-49.373009545,-25.6274672085,-49.3689272723,-25.6214942047,155,False
-49.3689272723,-25.6274672085,-49.3648449996,-25.6214942047,156,False
-49.3648449996,-25.6274672085,-49.3607627268,-25.6214942047,157,False
-49.3607627268,-25.6274672085,-49.3566804541,-25.6214942047,158,True
-49.3566804541,-25.6274672085,-49.3525981813,-25.6214942047,159,True
-49.3525981813,-25.6274672085,-49.3485159086,-25.6214942047,160,True
-49.3485159086,-25.6274672085,-49.3444336359,-25.6214942047,161,True
-49.3444336359,-25.6274672085,-49.3403513631,-25.6214942047,162,True
-49.3403513631,-25.6274672085,-49.3362690904,-25.6214942047,163,True
-49.3362690904,-25.6274672085,-49.3321868176,-25.6214942047,164,True
-49.3321868176,-25.6274672085,-49.3281045449,-25.6214942047,165,True
-49.3281045449,-25.6274672085,-49.3240222722,-25.6214942047,166,True
-49.3240222722,-25.6274672085,-49.3199399994,-25.6214942047,167,True
-49.3199399994,-25.6274672085,-49.3158577267,-25.6214942047,168,True
-49.3158577267,-25.6274672085,-49.3117754539,-25.6214942047,169,True
-49.3117754539,-25.6274672085,-49.3076931812,-25.6214942047,170,True
-49.3076931812,-25.6274672085,-49.3036109085,-25.6214942047,171,False
-49.3036109085,-25.6274672085,-49.2995286357,-25.6214942047,172,False
-49.2995286357,-25.6274672085,-49.295446363,-25.6214942047,173,False
-49.295446363,-25.6274672085,-49.2913640902,-25.6214942047,174,False
-49.2913640902,-25.6274672085,-49.2872818175,-25.6214942047,175,False
-49.2872818175,-25.6274672085,-49.2831995448,-25.6214942047,176,False
-49.2831995448,-25.6274672085,-49.279117272,-25.6214942047,177,False
-49.279117272,-25.6274672085,-49.2750349993,-25.6214942047,178,False
-49.2750349993,-25.6274672085,-49.2709527265,-25.6214942047,179,False
-49.2709527265,-25.6274672085,-49.2668704538,-25.6214942047,180,False
-49.2668704538,-25.6274672085,-49.2627881811,-25.6214942047,181,False
-49.2627881811,-25.6274672085,-49.2587059083,-25.6214942047,182,False
-49.2587059083,-25.6274672085,-49.2546236356,-25.6214942047,183,False
-49.2546236356,-25.6274672085,-49.2505413628,-25.6214942047,184,False
-49.2505413628,-25.6274672085,-49.2464590901,-25.6214942047,185,False
-49.2464590901,-25.6274672085,-49.2423768174,-25.6214942047,186,False
-49.2423768174,-25.6274672085,-49.2382945446,-25.6214942047,187,False
-49.2382945446,-25.6274672085,-49.2342122719,-25.6214942047,188,False
-49.2342122719,-25.6274672085,-49.2301299991,-25.6214942047,189,False
-49.2301299991,-25.6274672085,-49.2260477264,-25.6214942047,190,False
-49.2260477264,-25.6274672085,-49.2219654537,-25.6214942047,191,False
-49.2219654537,-25.6274672085,-49.2178831809,-25.6214942047,192,False
-49.2178831809,-25.6274672085,-49.2138009082,-25.6214942047,193,False
-49.2138009082,-25.6274672085,-49.2097186354,-25.6214942047,194,False
-49.2097186354,-25.6274672085,-49.2056363627,-25.6214942047,195,False
-49.2056363627,-25.6274672085,-49.20155409,-25.6214942047,196,False
-49.20155409,-25.6274672085,-49.1974718172,-25.6214942047,197,False
-49.1974718172,-25.6274672085,-49.1933895445,-25.6214942047,198,False
-49.1933895445,-25.6274672085,-49.1893072717,-25.6214942047,199,False
-49.1893072717,-25.6274672085,-49.185224999,-25.6214942047,200,False
-49.389338636,-25.6214942047,-49.3852563633,-25.6155212009,201,False
-49.3852563633,-25.6214942047,-49.3811740905,-25.6155212009,202,False
-49.3811740905,-25.6214942047,-49.3770918178,-25.6155212009,203,False
-49.3770918178,-25.6214942047,-49.373009545,-25.6155212009,204,False
-49.373009545,-25.6214942047,-49.3689272723,-25.6155212009,205,False
-49.3689272723,-25.6214942047,-49.3648449996,-25.6155212009,206,False
-49.3648449996,-25.6214942047,-49.3607627268,-25.6155212009,207,False
-49.3607627268,-25.6214942047,-49.3566804541,-25.6155212009,208,True
-49.3566804541,-25.6214942047,-49.3525981813,-25.6155212009,209,True
-49.3525981813,-25.6214942047,-49.3485159086,-25.6155212009,210,True
-49.3485159086,-25.6214942047,-49.3444336359,-25.6155212009,211,True
-49.3444336359,-25.6214942047,-49.3403513631,-25.6155212009,212,True
-49.3403513631,-25.6214942047,-49.3362690904,-25.6155212009,213,True
-49.3362690904,-25.6214942047,-49.3321868176,-25.6155212009,214,True
-49.3321868176,-25.6214942047,-49.3281045449,-25.6155212009,215,True
-49.3281045449,-25.6214942047,-49.3240222722,-25.6155212009,216,True
-49.3240222722,-25.6214942047,-49.3199399994,-25.6155212009,217,True
-49.3199399994,-25.6214942047,-49.3158577267,-25.6155212009,218,True
-49.3158577267,-25.6214942047,-49.3117754539,-25.6155212009,219,True
-49.3117754539,-25.6214942047,-49.3076931812,-25.6155212009,220,True
-49.3076931812,-25.6214942047,-49.3036109085,-25.6155212009,221,True
-49.3036109085,-25.6214942047,-49.2995286357,-25.6155212009,222,True
-49.2995286357,-25.6214942047,-49.295446363,-25.6155212009,223,True
-49.295446363,-25.6214942047,-49.2913640902,-25.6155212009,224,True
-49.2913640902,-25.6214942047,-49.2872818175,-25.6155212009,225,False
-49.2872818175,-25.6214942047,-49.2831995448,-25.6155212009,226,False
-49.2831995448,-25.6214942047,-49.279117272,-25.6155212009,227,False
-49.279117272,-25.6214942047,-49.2750349993,-25.6155212009,228,False
-49.2750349993,-25.6214942047,-49.2709527265,-25.6155212009,229,False
-49.2709527265,-25.6214942047,-49.2668704538,-25.6155212009,230,False
-49.2668704538,-25.6214942047,-49.2627881811,-25.6155212009,231,False
-49.2627881811,-25.6214942047,-49.2587059083,-25.6155212009,232,False
-49.2587059083,-25.6214942047,-49.2546236356,-25.6155212009,233,False
-49.2546236356,-25.6214942047,-49.2505413628,-25.6155212009,234,False
-49.2505413628,-25.6214942047,-49.2464590901,-25.6155212009,235,False
-49.2464590901,-25.6214942047,-49.2423768174,-25.6155212009,236,False
-49.2423768174,-25.6214942047,-49.2382945446,-25.6155212009,237,False
-49.2382945446,-25.6214942047,-49.2342122719,-25.6155212009,238,False
-49.2342122719,-25.6214942047,-49.2301299991,-25.6155212009,239,False
-49.2301299991,-25.6214942047,-49.2260477264,-25.6155212009,240,False
-49.2260477264,-25.6214942047,-49.2219654537,-25.6155212009,241,False
-49.2219654537,-25.6214942047,-49.2178831809,-25.6155212009,242,False
-49.2178831809,-25.6214942047,-49.2138009082,-25.6155212009,243,False
-49.2138009082,-25.6214942047,-49.2097186354,-25.6155212009,244,False
-49.2097186354,-25.6214942047,-49.2056363627,-25.6155212009,245,False
-49.2056363627,-25.6214942047,-49.20155409,-25.6155212009,246,False
-49.20155409,-25.6214942047,-49.1974718172,-25.6155212009,247,False
-49.1974718172,-25.6214942047,-49.1933895445,-25.6155212009,248,False
-49.1933895445,-25.6214942047,-49.1893072717,-25.6155212009,249,False
-49.1893072717,-25.6214942047,-49.185224999,-25.6155212009,250,False
-49.389338636,-25.6155212009,-49.3852563633,-25.6095481971,251,False
-49.3852563633,-25.6155212009,-49.3811740905,-25.6095481971,252,False
-49.3811740905,-25.6155212009,-49.3770918178,-25.6095481971,253,False
-49.3770918178,-25.6155212009,-49.373009545,-25.6095481971,254,False
-49.373009545,-25.6155212009,-49.3689272723,-25.6095481971,255,False
-49.3689272723,-25.6155212009,-49.3648449996,-25.6095481971,256,False
-49.3648449996,-25.6155212009,-49.3607627268,-25.6095481971,257,False
-49.3607627268,-25.6155212009,-49.3566804541,-25.6095481971,258,True
-49.3566804541,-25.6155212009,-49.3525981813,-25.6095481971,259,True
-49.3525981813,-25.6155212009,-49.3485159086,-25.6095481971,260,True
-49.3485159086,-25.6155212009,-49.3444336359,-25.6095481971,261,True
-49.3444336359,-25.6155212009,-49.3403513631,-25.6095481971,262,True
-49.3403513631,-25.6155212009,-49.3362690904,-25.6095481971,263,True
-49.3362690904,-25.6155212009,-49.3321868176,-25.6095481971,264,True
-49.3321868176,-25.6155212009,-49.3281045449,-25.6095481971,265,True
-49.3281045449,-25.6155212009,-49.3240222722,-25.6095481971,266,True
-49.3240222722,-25.6155212009,-49.3199399994,-25.6095481971,267,True
-49.3199399994,-25.6155212009,-49.3158577267,-25.6095481971,268,True
-49.3158577267,-25.6155212009,-49.3117754539,-25.6095481971,269,True
-49.3117754539,-25.6155212009,-49.3076931812,-25.6095481971,270,True
-49.3076931812,-25.6155212009,-49.3036109085,-25.6095481971,271,True
-49.3036109085,-25.6155212009,-49.2995286357,-25.6095481971,272,True
-49.2995286357,-25.6155212009,-49.295446363,-25.6095481971,273,True
-49.295446363,-25.6155212009,-49.2913640902,-25.6095481971,274,True
-49.2913640902,-25.6155212009,-49.2872818175,-25.6095481971,275,True
-49.2872818175,-25.6155212009,-49.2831995448,-25.6095481971,276,True
-49.2831995448,-25.6155212009,-49.279117272,-25.6095481971,277,True
-49.279117272,-25.6155212009,-49.2750349993,-25.6095481971,278,True
-49.2750349993,-25.6155212009,-49.2709527265,-25.6095481971,279,True
-49.2709527265,-25.6155212009,-49.2668704538,-25.6095481971,280,True
-49.2668704538,-25.6155212009,-49.2627881811,-25.6095481971,281,False
-49.2627881811,-25.6155212009,-49.2587059083,-25.6095481971,282,False
-49.2587059083,-25.6155212009,-49.2546236356,-25.6095481971,283,False
-49.2546236356,-25.6155212009,-49.2505413628,-25.6095481971,284,False
-49.2505413628,-25.6155212009,-49.2464590901,-25.6095481971,285,False
-49.2464590901,-25.6155212009,-49.2423768174,-25.6095481971,286,False
-49.2423768174,-25.6155212009,-49.2382945446,-25.6095481971,287,False
-49.2382945446,-25.6155212009,-49.2342122719,-25.6095481971,288,False
-49.2342122719,-25.6155212009,-49.2301299991,-25.6095481971,289,False
-49.2301299991,-25.6155212009,-49.2260477264,-25.6095481971,290,False
-49.2260477264,-25.6155212009,-49.2219654537,-25.6095481971,291,False
-49.2219654537,-25.6155212009,-49.2178831809,-25.6095481971,292,False
-49.2178831809,-25.6155212009,-49.2138009082,-25.6095481971,293,False
-49.2138009082,-25.6155212009,-49.2097186354,-25.6095481971,294,False
-49.2097186354,-25.6155212009,-49.2056363627,-25.6095481971,295,False
-49.2056363627,-25.6155212009,-49.20155409,-25.6095481971,296,False
-49.20155409,-25.6155212009,-49.1974718172,-25.6095481971,297,False
-49.1974718172,-25.6155212009,-49.1933895445,-25.6095481971,298,False
-49.1933895445,-25.6155212009,-49.1893072717,-25.6095481971,299,False
-49.1893072717,-25.6155212009,-49.185224999,-25.6095481971,300,False
-49.389338636,-25.6095481971,-49.3852563633,-25.6035751933,301,False
-49.3852563633,-25.6095481971,-49.3811740905,-25.6035751933,302,False
-49.3811740905,-25.6095481971,-49.3770918178,-25.6035751933,303,False
-49.3770918178,-25.6095481971,-49.373009545,-25.6035751933,304,False
-49.373009545,-25.6095481971,-49.3689272723,-25.6035751933,305,False
-49.3689272723,-25.6095481971,-49.3648449996,-25.6035751933,306,False
-49.3648449996,-25.6095481971,-49.3607627268,-25.6035751933,307,False
-49.3607627268,-25.6095481971,-49.3566804541,-25.6035751933,308,True
-49.3566804541,-25.6095481971,-49.3525981813,-25.6035751933,309,True
-49.3525981813,-25.6095481971,-49.3485159086,-25.6035751933,310,True
-49.3485159086,-25.6095481971,-49.3444336359,-25.6035751933,311,True
-49.3444336359,-25.6095481971,-49.3403513631,-25.6035751933,312,True
-49.3403513631,-25.6095481971,-49.3362690904,-25.6035751933,313,True
-49.3362690904,-25.6095481971,-49.3321868176,-25.6035751933,314,True
-49.3321868176,-25.6095481971,-49.3281045449,-25.6035751933,315,True
-49.3281045449,-25.6095481971,-49.3240222722,-25.6035751933,316,True
-49.3240222722,-25.6095481971,-49.3199399994,-25.6035751933,317,True
-49.3199399994,-25.6095481971,-49.3158577267,-25.6035751933,318,True
-49.3158577267,-25.6095481971,-49.3117754539,-25.6035751933,319,True
-49.3117754539,-25.6095481971,-49.3076931812,-25.6035751933,320,True
-49.3076931812,-25.6095481971,-49.3036109085,-25.6035751933,321,True
-49.3036109085,-25.6095481971,-49.2995286357,-25.6035751933,322,True
-49.2995286357,-25.6095481971,-49.295446363,-25.6035751933,323,True
-49.295446363,-25.6095481971,-49.2913640902,-25.6035751933,324,True
-49.2913640902,-25.6095481971,-49.2872818175,-25.6035751933,325,True
-49.2872818175,-25.6095481971,-49.2831995448,-25.6035751933,326,True
-49.2831995448,-25.6095481971,-49.279117272,-25.6035751933,327,True
-49.279117272,-25.6095481971,-49.2750349993,-25.6035751933,328,True
-49.2750349993,-25.6095481971,-49.2709527265,-25.6035751933,329,True
-49.2709527265,-25.6095481971,-49.2668704538,-25.6035751933,330,True
-49.2668704538,-25.6095481971,-49.2627881811,-25.6035751933,331,False
-49.2627881811,-25.6095481971,-49.2587059083,-25.6035751933,332,False
-49.2587059083,-25.6095481971,-49.2546236356,-25.6035751933,333,False
-49.2546236356,-25.6095481971,-49.2505413628,-25.6035751933,334,False
-49.2505413628,-25.6095481971,-49.2464590901,-25.6035751933,335,False
-49.2464590901,-25.6095481971,-49.2423768174,-25.6035751933,336,False
-49.2423768174,-25.6095481971,-49.2382945446,-25.6035751933,337,False
-49.2382945446,-25.6095481971,-49.2342122719,-25.6035751933,338,False
-49.2342122719,-25.6095481971,-49.2301299991,-25.6035751933,339,False
-49.2301299991,-25.6095481971,-49.2260477264,-25.6035751933,340,False
-49.2260477264,-25.6095481971,-49.2219654537,-25.6035751933,341,False
-49.2219654537,-25.6095481971,-49.2178831809,-25.6035751933,342,False
-49.2178831809,-25.6095481971,-49.2138009082,-25.6035751933,343,False
-49.2138009082,-25.6095481971,-49.2097186354,-25.6035751933,344,False
-49.2097186354,-25.6095481971,-49.2056363627,-25.6035751933,345,False
-49.2056363627,-25.6095481971,-49.20155409,-25.6035751933,346,False
-49.20155409,-25.6095481971,-49.1974718172,-25.6035751933,347,False
-49.1974718172,-25.6095481971,-49.1933895445,-25.6035751933,348,False
-49.1933895445,-25.6095481971,-49.1893072717,-25.6035751933,349,False
-49.1893072717,-25.6095481971,-49.185224999,-25.6035751933,350,False
-49.389338636,-25.6035751933,-49.3852563633,-25.5976021894,351,False
-49.3852563633,-25.6035751933,-49.3811740905,-25.5976021894,352,False
-49.3811740905,-25.6035751933,-49.3770918178,-25.5976021894,353,False
-49.3770918178,-25.6035751933,-49.373009545,-25.5976021894,354,False
-49.373009545,-25.6035751933,-49.3689272723,-25.5976021894,355,False
-49.3689272723,-25.6035751933,-49.3648449996,-25.5976021894,356,False
-49.3648449996,-25.6035751933,-49.3607627268,-25.5976021894,357,False
-49.3607627268,-25.6035751933,-49.3566804541,-25.5976021894,358,False
-49.3566804541,-25.6035751933,-49.3525981813,-25.5976021894,359,False
-49.3525981813,-25.6035751933,-49.3485159086,-25.5976021894,360,True
-49.3485159086,-25.6035751933,-49.3444336359,-25.5976021894,361,True
-49.3444336359,-25.6035751933,-49.3403513631,-25.5976021894,362,True
-49.3403513631,-25.6035751933,-49.3362690904,-25.5976021894,363,True
-49.3362690904,-25.6035751933,-49.3321868176,-25.5976021894,364,True
-49.3321868176,-25.6035751933,-49.3281045449,-25.5976021894,365,True
-49.3281045449,-25.6035751933,-49.3240222722,-25.5976021894,366,True
-49.3240222722,-25.6035751933,-49.3199399994,-25.5976021894,367,True
-49.3199399994,-25.6035751933,-49.3158577267,-25.5976021894,368,True
-49.3158577267,-25.6035751933,-49.3117754539,-25.5976021894,369,True
-49.3117754539,-25.6035751933,-49.3076931812,-25.5976021894,370,True
-49.3076931812,-25.6035751933,-49.3036109085,-25.5976021894,371,True
-49.3036109085,-25.6035751933,-49.2995286357,-25.5976021894,372,True
-49.2995286357,-25.6035751933,-49.295446363,-25.5976021894,373,True
-49.295446363,-25.6035751933,-49.2913640902,-25.5976021894,374,True
-49.2913640902,-25.6035751933,-49.2872818175,-25.5976021894,375,True
-49.2872818175,-25.6035751933,-49.2831995448,-25.5976021894,376,True
-49.2831995448,-25.6035751933,-49.279117272,-25.5976021894,377,True
-49.279117272,-25.6035751933,-49.2750349993,-25.5976021894,378,True
-49.2750349993,-25.6035751933,-49.2709527265,-25.5976021894,379,True
-49.2709527265,-25.6035751933,-49.2668704538,-25.5976021894,380,True
-49.2668704538,-25.6035751933,-49.2627881811,-25.5976021894,381,True
-49.2627881811,-25.6035751933,-49.2587059083,-25.5976021894,382,True
-49.2587059083,-25.6035751933,-49.2546236356,-25.5976021894,383,False
-49.2546236356,-25.6035751933,-49.2505413628,-25.5976021894,384,False
-49.2505413628,-25.6035751933,-49.2464590901,-25.5976021894,385,False
-49.2464590901,-25.6035751933,-49.2423768174,-25.5976021894,386,False
-49.2423768174,-25.6035751933,-49.2382945446,-25.5976021894,387,False
-49.2382945446,-25.6035751933,-49.2342122719,-25.5976021894,388,False
-49.2342122719,-25.6035751933,-49.2301299991,-25.5976021894,389,False
-49.2301299991,-25.6035751933,-49.2260477264,-25.5976021894,390,False
